Model,Producent,Data produkcji,Moc WiFi,Moc Ethernetu,Liczba gniazd Ethernet,Rodzaj sygnału WiFi,Obsługa 5G,Wersja firmware,Maksymalna przepustowość WiFi,Maksymalna przepustowość Ethernet,Lista funkcji
Cisco Meraki MR20,Cisco,2024,27 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Quad-Band",Tak,24.8.54,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR20,Cisco,2025,27 dBm,2.5 Gbps,10,"802.11be (WiFi 7), Quad-Band",Tak,25.4.69,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR30H,Cisco,2008,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.9.32,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR30H,Cisco,2009,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.10.60,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR30H,Cisco,2010,23 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.12.27,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR30H,Cisco,2011,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.1.53,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR30H,Cisco,2012,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.10.97,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR30H,Cisco,2013,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.9.42,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR30H,Cisco,2014,25 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.11.94,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR30H,Cisco,2015,20 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.6.98,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR30H,Cisco,2016,23 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.9.22,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR30H,Cisco,2017,23 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.1.45,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR30H,Cisco,2018,25 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,18.11.56,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR30H,Cisco,2019,27 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.6.81,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR30H,Cisco,2020,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,20.1.81,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR30H,Cisco,2021,30 dBm,10 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,21.11.67,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR30H,Cisco,2022,30 dBm,1 Gbps,8,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.8.83,9600 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR30H,Cisco,2023,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,23.7.87,4800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR30H,Cisco,2024,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,24.0.68,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR30H,Cisco,2025,27 dBm,10 Gbps,5,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,25.2.85,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR33,Cisco,2008,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.12.47,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR33,Cisco,2009,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.2.85,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR33,Cisco,2010,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.1.79,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR33,Cisco,2011,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.7.38,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR33,Cisco,2012,23 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.12.91,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR33,Cisco,2013,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.6.78,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR33,Cisco,2014,25 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.0.15,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR33,Cisco,2015,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.11.95,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR33,Cisco,2016,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.3.45,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR33,Cisco,2017,27 dBm,1 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.7.79,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR33,Cisco,2018,23 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.6.72,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR33,Cisco,2019,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,19.2.32,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR33,Cisco,2020,25 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,20.12.13,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR33,Cisco,2021,30 dBm,10 Gbps,4,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,21.0.28,4800 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR33,Cisco,2022,25 dBm,10 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.6.85,5400 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR33,Cisco,2023,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,23.1.79,3000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR33,Cisco,2024,27 dBm,2.5 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,24.12.92,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR33,Cisco,2025,27 dBm,10 Gbps,10,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,25.4.29,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR42,Cisco,2008,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.7.56,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR42,Cisco,2009,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.0.36,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR42,Cisco,2010,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,10.9.45,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR42,Cisco,2011,20 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.3.57,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR42,Cisco,2012,20 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.2.82,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR42,Cisco,2013,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.1.50,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR42,Cisco,2014,23 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.11.61,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR42,Cisco,2015,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.12.96,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR42,Cisco,2016,25 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.3.70,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR42,Cisco,2017,23 dBm,1 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.3.70,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR42,Cisco,2018,27 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.0.81,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR42,Cisco,2019,25 dBm,1 Gbps,4,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,19.6.9,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR42,Cisco,2020,23 dBm,1 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,20.4.53,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR42,Cisco,2021,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.12.75,6000 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR42,Cisco,2022,25 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.10.99,4800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR42,Cisco,2023,25 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,23.2.80,9600 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR42,Cisco,2024,27 dBm,10 Gbps,8,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,24.7.44,19000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR42,Cisco,2025,30 dBm,2.5 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,25.12.47,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR44,Cisco,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.12.24,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR44,Cisco,2009,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.9.13,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR44,Cisco,2010,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.2.60,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR44,Cisco,2011,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.4.4,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR44,Cisco,2012,23 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.5.46,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR44,Cisco,2013,25 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.10.9,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR44,Cisco,2014,25 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.6.3,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR44,Cisco,2015,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.1.98,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR44,Cisco,2016,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.7.43,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR44,Cisco,2017,25 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.10.91,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR44,Cisco,2018,25 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.4.69,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR44,Cisco,2019,25 dBm,1 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,19.5.42,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR44,Cisco,2020,23 dBm,2.5 Gbps,4,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,20.10.21,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR44,Cisco,2021,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.2.63,3000 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR44,Cisco,2022,25 dBm,10 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,22.10.15,3000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR44,Cisco,2023,30 dBm,1 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,23.11.44,4800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR44,Cisco,2024,27 dBm,10 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,24.7.18,33000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR44,Cisco,2025,27 dBm,10 Gbps,10,"802.11ax (WiFi 6E), Quad-Band",Tak,25.10.21,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR45,Cisco,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.7.17,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR45,Cisco,2009,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.1.99,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR45,Cisco,2010,23 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.7.33,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR45,Cisco,2011,23 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.3.9,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR45,Cisco,2012,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.3.37,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR45,Cisco,2013,20 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.3.54,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR45,Cisco,2014,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.10.31,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR45,Cisco,2015,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.10.10,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR45,Cisco,2016,23 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.4.97,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR45,Cisco,2017,23 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.10.75,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR45,Cisco,2018,23 dBm,1 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.7.90,5400 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR45,Cisco,2019,23 dBm,2.5 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,19.6.3,2100 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR45,Cisco,2020,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.6.94,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR45,Cisco,2021,25 dBm,10 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,21.0.50,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR45,Cisco,2022,27 dBm,10 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.1.0,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR45,Cisco,2023,25 dBm,1 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.4.1,5400 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR45,Cisco,2024,27 dBm,2.5 Gbps,5,"802.11be (WiFi 7), Quad-Band",Tak,24.8.14,10800 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR45,Cisco,2025,30 dBm,10 Gbps,10,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.0.25,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR46,Cisco,2008,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.6.60,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR46,Cisco,2009,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.8.28,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Cisco Meraki MR46,Cisco,2010,23 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.4.30,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR46,Cisco,2011,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.12.53,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR46,Cisco,2012,18 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,12.7.90,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Cisco Meraki MR46,Cisco,2013,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.2.55,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR46,Cisco,2014,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.2.26,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR46,Cisco,2015,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.1.29,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR46,Cisco,2016,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.0.43,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Cisco Meraki MR46,Cisco,2017,27 dBm,1 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.12.76,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR46,Cisco,2018,23 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,18.11.36,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR46,Cisco,2019,23 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.12.76,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR46,Cisco,2020,27 dBm,1 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,20.9.37,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Cisco Meraki MR46,Cisco,2021,30 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,21.1.66,4800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR46,Cisco,2022,27 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,22.10.21,10800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR46,Cisco,2023,30 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.8.10,10800 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Cisco Meraki MR46,Cisco,2024,30 dBm,10 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,24.12.34,19000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR46,Cisco,2025,30 dBm,2.5 Gbps,10,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.10.58,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Cisco Meraki MR52,Cisco,2008,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.12.42,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
